Id;Unit;DrugDescription;Factory;Composition;NarcoticCategory;Category;Issued;ValidUntil
13358;3;Wundsalbe Widmer, Salbe;Louis Widmer AG;Synthetika human;D;D;19.06.47;28.05.14;17.10.20
13363;1;Bepanthen, Salbe;Bayer (Schweiz) AG;Synthetika human;D;D;13.02.47;13.02.47;31.12.17
13369;1;Pethidin HCl Amino 100 mg/2 ml, Injektionslösung;Amino AG, Fabrikation pharmazeutischer und chemischer Produkte;Synthetika human;A;A;22.01.47;22.01.47;20.12.17
13369;2;Pethidin HCl Amino 50 mg/1 ml, Injektionslösung;Amino AG, Fabrikation pharmazeutischer und chemischer Produkte;Synthetika human;A;A;22.01.47;26.04.06;20.12.17
13691;2;Adrenalin Sintetica 0,1mg/ml, solution injectable;Sintetica SA;Synthetika human;B;B;11.03.48;30.11.09;05.12.17
13691;3;Adrenalin Sintetica 1,0mg/ml, solution injectable;Sintetica SA;Synthetika human;B;B;11.03.48;30.11.09;05.12.17
13749;2;Oxyplastin, Paste;Dr. Wild & Co. AG;Synthetika human;D;D;12.11.56;03.03.09;19.04.20
13866;2;Vicks Inhaler N, baton inhalateur;Procter & Gamble Switzerland SARL;Synthetika human;D;D;16.12.47;26.03.96;23.09.17
13881;1;Antiphlogistine Poultice, Paste;Doetsch Grether AG;Synthetika human;D;D;18.02.48;18.02.48;28.11.17
13942;2;Pelsano med Badeemulsion;Iromedica AG;Synthetika human;D;D;25.10.47;10.12.02;08.08.17
14067;1;Baume Dalet, pommade;F. UHLMANN-EYRAUD SA;Synthetika human;D;D;15.06.48;15.06.48;07.12.19
14095;2;Midalgan Balsam Neue Formel, Salbe;Ars Vitae AG;Synthetika human;D;D;16.12.48;20.09.07;15.08.21
14238;1;Organocalcium ad us.vet., Infusionslösung;Werner Stricker AG;Tierarzneimittel;B;B;25.11.54;25.11.54;20.09.20
14245;1;Spasmin-Lösung 50% ad us.vet., Injektionslösung;Werner Stricker AG;Tierarzneimittel;B;B;20.05.58;20.05.58;08.11.17
14254;1;Totalin ad us.vet., Pulver;Werner Stricker AG;Tierarzneimittel;C;C;02.02.62;02.02.62;21.05.17
14314;1;Crataegus Synpha, Tropfen;Hänseler AG;Phytotherapeutika;D;D;14.08.48;14.08.48;28.09.20
14575;1;Omida, homöopathische Zahnchügeli für Kinder;Omida AG;Homöopathika;D;D;16.06.49;16.06.49;31.10.17
14746;1;Minalgin, Injektionslösung i.m., i.v.;Streuli Pharma AG;Synthetika human;B;B;10.05.49;10.05.49;13.04.18
14747;1;Minalgin, Tabletten;Streuli Pharma AG;Synthetika human;B;B;10.05.49;10.05.49;13.04.18
14769;1;Ketalgin, Injektionslösung;Amino AG, Fabrikation pharmazeutischer und chemischer Produkte;Synthetika human;A;A;25.03.49;25.03.49;21.06.21
14770;1;Ketalgin 5 mg, Tabletten;Amino AG, Fabrikation pharmazeutischer und chemischer Produkte;Synthetika human;A;A;25.03.49;25.03.49;21.06.21
14770;2;Ketalgin 1 mg, Tabletten;Amino AG, Fabrikation pharmazeutischer und chemischer Produkte;Synthetika human;A;A;25.03.49;14.09.10;21.06.21
14770;3;Ketalgin 10 mg, Tabletten;Amino AG, Fabrikation pharmazeutischer und chemischer Produkte;Synthetika human;A;A;25.03.49;14.09.10;21.06.21
14770;4;Ketalgin 20 mg, Tabletten;Amino AG, Fabrikation pharmazeutischer und chemischer Produkte;Synthetika human;A;A;25.03.49;14.09.10;21.06.21
14770;5;Ketalgin 40 mg, Tabletten;Amino AG, Fabrikation pharmazeutischer und chemischer Produkte;Synthetika human;A;A;25.03.49;14.09.10;21.06.21
14809;2;Peru-Stick, Drehstift;Tentan AG;Synthetika human;D;D;25.01.49;31.10.03;30.10.18
14825;2;A.T. 10, Lösung;FARMACEUTICA TEOFARMA SUISSE SA;Synthetika human;B;B;16.02.52;25.06.98;07.11.21
14914;1;Catarrosan, homöopathische Kügelchen;Tentan AG;Homöopathika;D;D;12.04.49;12.04.49;16.11.18
14979;1;Hydergin, Injektionslösung (s.c., i.m.);Novartis Pharma Schweiz AG;Synthetika human;B;B;15.02.49;15.02.49;15.11.17
14980;1;Hydergin 1 mg/mL, Tropflösung;Novartis Pharma Schweiz AG;Synthetika human;B;B;15.02.49;15.02.49;15.11.17
14991;1;Pulmex, Salbe;NOVARTIS CONSUMER HEALTH SCHWEIZ AG;Synthetika human;D;D;24.06.49;24.06.49;28.08.18
15037;1;Chophytol, dragées;F. UHLMANN-EYRAUD SA;Phytotherapeutika;D;D;04.03.50;04.03.50;12.03.17
15104;1;Antabus, Dispergetten;Actavis Switzerland AG;Synthetika human;B;B;01.12.49;01.12.49;31.12.17
15159;4;Liquemin 25'000 I.E. / 5 ml, Injektionslösung;Drossapharm AG;Biotechnologika;B;B;14.06.49;11.01.07;10.01.17
15160;3;Protamin Ipex 1000, Injektionslösung;MEDA Pharmaceuticals Switzerland GmbH;Biotechnologika;B;B;14.06.49;20.06.13;01.07.18
15160;4;Protamin Ipex 5000, Injektionslösung;MEDA Pharmaceuticals Switzerland GmbH;Biotechnologika;B;B;14.06.49;20.06.13;01.07.18
15200;1;Normacol, Granulat;Norgine AG;Phytotherapeutika;D;D;25.09.49;25.09.49;03.03.20
15204;1;Rectoseptal Néo bismuthé, suppositoires pour adultes;Actipharm SA;Synthetika human;C;C;25.07.51;25.07.51;19.11.17
15204;2;Rectoseptal Néo bismuthé, suppositoires pour enfants;Actipharm SA;Synthetika human;C;C;25.07.51;25.07.51;19.11.17
15219;1;Zymafluor 0.25 mg, Tabletten;MEDA Pharma GmbH;Synthetika human;C;C;15.06.50;15.06.50;31.12.17
15219;3;Zymafluor 1 mg, Tabletten;MEDA Pharma GmbH;Synthetika human;C;C;15.06.50;21.04.65;31.12.17
15303;1;Salazopyrin, Tabletten;Pfizer AG;Synthetika human;A;A;04.05.50;04.05.50;22.05.21
15322;1;Midro Tabs, Tabletten;Midro AG;Phytotherapeutika;D;D;15.02.50;15.02.50;29.09.19
15398;2;Venofer 100mg / 5 ml, Injektionslösung;Vifor (International) AG;Synthetika human;B;B;06.12.49;12.06.02;27.10.19
15398;3;Venofer 50mg / 2.5 ml, Injektionslösung;Vifor (International) AG;Synthetika human;B;B;06.12.49;23.12.11;27.10.19
15440;1;Bulboid für Erwachsene, Suppositorien;Melisana AG;Synthetika human;D;D;19.04.50;19.04.50;22.12.19
15440;2;Bulboid für Säuglinge und Kinder, Suppositorien;Melisana AG;Synthetika human;D;D;19.04.50;19.04.50;22.12.19
15553;2;Multiplex Nr. 1, homöopathische Tropfen;Alpinamed AG;Homöopathika;C;C;04.07.50;27.01.00;26.06.16
15678;1;Methergin, Dragées;Novartis Pharma Schweiz AG;Synthetika human;B;B;01.04.50;01.04.50;20.11.18
15724;2;Combizym, Dragées;Future Health Pharma GmbH;Synthetika human;D;D;01.11.51;22.03.94;12.11.18
15812;2;Pelsano med Salbe;Iromedica AG;Synthetika human;D;D;02.11.50;19.08.03;08.08.17
15855;1;Leucen heilungsfördernde Salbe, Salbe;Tentan AG;Synthetika human;D;D;20.10.50;20.10.50;05.04.21
15898;2;Hicoseen N Antitussivum, Sirup;Iromedica AG;Synthetika human;C;C;08.11.50;09.07.08;29.07.18
15980;2;Choleodoron Tropfen, anthroposophisches Arzneimittel;Weleda AG;Anthroposophika;D;D;04.09.57;22.02.07;11.07.17
16048;1;Nephritin, homöopathische Globuli;Tentan AG;Homöopathika;D;D;16.01.51;16.01.51;07.02.17
16105;1;Hirudoid, Creme;Medinova AG;Synthetika human;D;D;01.09.51;01.09.51;03.03.18
16135;1;Calcium-Sandoz Vitamin C, Injektionslösung i.m., i.v.;Sandoz Pharmaceuticals AG;Synthetika human;B;B;20.12.50;20.12.50;27.09.16
16179;1;Chlorophyll, confetti;Desma Healthcare SpA, Torino succursale di Chiasso;Synthetika human;D;D;02.07.51;02.07.51;29.04.20
16279;1;Calcium-Sandoz, Injektionslösung;Sandoz Pharmaceuticals AG;Synthetika human;B;B;18.09.53;18.09.53;21.06.20
16296;1;Undex, Salbe;Melisana AG;Synthetika human;D;D;23.04.51;23.04.51;10.05.21
16397;1;Prostigmin 0,5 mg/1 mL, Injektionslösung;MEDA Pharmaceuticals Switzerland GmbH;Synthetika human;B;B;25.04.52;25.04.52;03.05.19
16397;3;Prostigmin 12,5 mg/5 mL, Injektionslösung;MEDA Pharmaceuticals Switzerland GmbH;Synthetika human;B;B;25.04.52;25.04.52;03.05.19
16477;1;Omida Herz und Nerven, homöopathische Globuli;Omida AG;Homöopathika;D;D;02.06.51;02.06.51;02.10.20
16482;1;Omida, homöopathische Leber-Gallentropfen;Omida AG;Homöopathika;D;D;02.06.51;02.06.51;02.10.20
16483;2;Omida Magentabletten,  homöopathische Tabletten;Omida AG;Homöopathika;D;D;02.06.51;21.06.13;02.10.20
16484;1;Omida, homöopathische Nieren-Blasentropfen;Omida AG;Homöopathika;D;D;02.06.51;02.06.51;02.10.20
16486;1;Omida, homöopathische Tropfen bei Wechseljahrbeschwerden;Omida AG;Homöopathika;D;D;02.06.51;02.06.51;02.10.20
16522;3;Hederix, Suppositorien für Kinder (6-12 Jahre);Medicoss AG;Synthetika human;D;D;25.04.51;19.07.94;04.08.20
16522;4;Hederix, Suppositorien für Kleinkinder (2-6 Jahre);Medicoss AG;Synthetika human;D;D;25.04.51;19.07.94;04.08.20
16598;1;W-Tropfen;Iromedica AG;Synthetika human;D;D;24.07.51;24.07.51;16.12.17
16615;1;Bilifuge, Dragées;Medicoss AG;Phytotherapeutika;D;D;22.04.52;22.04.52;18.10.19
16710;1;Hamamelis Salbe Haas, Salbe;Hänseler AG;Phytotherapeutika;D;D;17.08.51;17.08.51;12.10.19
16790;2;Crataegitan, Tropfen;Amino AG, Fabrikation pharmazeutischer und chemischer Produkte;Phytotherapeutika;D;D;19.02.52;29.11.06;28.11.16
16858;1;Kamillofluid, flüssig;Amino AG, Fabrikation pharmazeutischer und chemischer Produkte;Phytotherapeutika;D;D;22.01.52;22.01.52;27.03.21
16863;1;Salvia Wild, Tropfen;Dr. Wild & Co. AG;Phytotherapeutika;D;D;24.10.51;24.10.51;19.04.17
16878;1;Urticalcin, homöopathische Tabletten;Bioforce AG;Homöopathika;D;D;07.04.54;07.04.54;28.10.18
16950;1;Novalgin, solution injectable i.m., i.v.;Sanofi-Aventis (Suisse) SA;Synthetika human;B;B;24.03.82;24.03.82;10.04.18
16951;1;Novalgin, comprimés oblongs;Sanofi-Aventis (Suisse) SA;Synthetika human;B;B;24.03.52;24.03.52;10.04.18
16952;1;Novalgin, gouttes;Sanofi-Aventis (Suisse) SA;Synthetika human;B;B;24.03.52;24.03.52;10.04.18
17035;1;Warz-ab/Extor, liquide;F. UHLMANN-EYRAUD SA;Synthetika human;D;D;14.06.52;14.06.52;29.11.16
17097;1;Melisana Klosterfrau Melissengeist, Alcoholat;Melisana AG;Phytotherapeutika;D;D;05.09.52;05.09.52;02.06.18
17233;2;Selsun, Suspension;Doetsch Grether AG;Synthetika human;D;D;10.05.52;11.12.00;11.10.20
17249;1;Hydergin 1,5 mg, Tabletten;Novartis Pharma Schweiz AG;Synthetika human;B;B;01.07.68;01.07.68;15.11.17
17249;2;Hydergin 4,5 mg, Tabletten;Novartis Pharma Schweiz AG;Synthetika human;B;B;01.07.68;05.12.77;15.11.17
17249;3;Hydergin 1 mg, Tabletten;Novartis Pharma Schweiz AG;Synthetika human;B;B;01.07.68;14.07.87;15.11.17
17273;1;Weleda Hustenelixier, anthroposophisches Arzneimittel;Weleda AG;Anthroposophika;D;D;19.02.34;19.02.34;13.11.16
17302;1;Isländisch-Moos-Tabletten;F. Hunziker + Co AG;Phytotherapeutika;E;E;16.02.52;16.02.52;18.03.17
17352;1;Buscopan Inject, Injektionslösung;Boehringer Ingelheim (Schweiz) GmbH;Synthetika human;B;B;14.06.52;14.06.52;10.12.18
17353;1;Buscopan, Dragées;Boehringer Ingelheim (Schweiz) GmbH;Synthetika human;C;C;14.06.52;14.06.52;27.11.18
17354;1;Buscopan, Suppositorien;Boehringer Ingelheim (Schweiz) GmbH;Synthetika human;C;C;14.06.52;14.06.52;27.11.18
17387;3;Metamucil Regular, poudre;Procter & Gamble Switzerland SARL;Phytotherapeutika;D;D;24.05.52;12.07.99;26.10.16
17497;1;Pertudoron Tropfen, anthroposophisches Arzneimittel;Weleda AG;Anthroposophika;C;C;30.06.36;30.06.36;19.07.21
17498;1;Infludo, Tropfen, anthroposophisches Arzneimittel;Weleda AG;Anthroposophika;C;C;01.10.52;01.10.52;01.11.16
17626;2;Testoviron Depot 250 mg, Injektionslösung;Bayer (Schweiz) AG;Synthetika human;B;B;09.07.52;09.07.52;11.10.20
17664;1;Dr. Brand Salbe;Bären-Apotheke AG;Synthetika human;D;D;04.09.52;04.09.52;18.02.19
17750;1;Capella, homöopathische Globuli;Tentan AG;Homöopathika;D;D;12.11.52;12.11.52;03.12.17
17885;1;Mysoline, Tabletten;Curatis AG;Synthetika human;B;B;15.10.52;15.10.52;27.07.20
17930;2;Lindol, Spitzwegerich-Sirup;Morga AG;Phytotherapeutika;E;E;25.09.52;13.06.13;18.09.17
17981;2;1001 Blattgrün Tabletten;Biomed AG;Synthetika human;D;D;01.09.52;22.02.13;22.02.21
18013;2;Echinacin, Tropfen;MEDA Pharma GmbH;Phytotherapeutika;D;D;19.12.52;29.01.96;23.02.21
18022;2;Sidroga Blasen- und Nierentee, geschnittene Drogen;Sidroga AG;Phytotherapeutika;D;D;18.02.53;18.04.97;17.03.20
18056;2;Euphyllin N, Injektionslösung 200 mg i.v.;Takeda Pharma AG;Synthetika human;B;B;01.04.54;15.12.04;18.10.18
18286;1;Weleda Hämorrhoidal-Suppositorien, anthroposophisches Arzneimittel;Weleda AG;Anthroposophika;C;C;19.02.57;19.02.57;12.11.18
18346;1;Gencydo 1%, Injektionslösung, anthroposophisches Arzneimittel;Weleda AG;Anthroposophika;B;B;17.09.53;17.09.53;03.08.21
18346;2;Gencydo 3%, Injektionslösung, anthroposophisches Arzneimittel;Weleda AG;Anthroposophika;B;B;17.09.53;17.09.53;03.08.21
18346;3;Gencydo 5%, Injektionslösung, anthroposophisches Arzneimittel;Weleda AG;Anthroposophika;B;B;17.09.53;17.09.53;03.08.21
18370;1;Zeller Magen, Kautabletten;Max Zeller Söhne AG;Synthetika human;D;D;24.02.53;24.02.53;19.07.17
18383;1;Itinerol B6, suppositoires pour adultes et adolescents;Vifor Consumer Health SA;Synthetika human;C;C;06.01.53;06.01.53;29.01.18
18383;2;Itinerol B6, suppositoires pour enfants;Vifor Consumer Health SA;Synthetika human;C;C;06.01.53;06.01.53;29.01.18
18601;1;Cardiodoron Tropfen, anthroposophisches Arzneimittel;Weleda AG;Anthroposophika;C;C;04.09.57;04.09.57;27.06.17
18602;1;Dermatodoron Tropfen, anthroposophisches Arzneimittel;Weleda AG;Anthroposophika;C;C;04.09.57;04.09.57;15.10.17
18603;1;Digestodoron Tropfen, anthroposophisches Arzneimittel;Weleda AG;Anthroposophika;C;C;04.09.57;04.09.57;15.10.17
18604;1;Hepatodoron Tabletten, anthroposophisches Arzneimittel;Weleda AG;Anthroposophika;C;C;19.02.57;19.02.57;20.12.20
18605;1;Menodoron Tropfen, anthroposophisches Arzneimittel;Weleda AG;Anthroposophika;D;D;04.09.57;04.09.57;02.11.20
18781;1;Otothricinol, Suspension;Steinberg Pharma AG;Synthetika human;B;B;25.04.53;25.04.53;20.06.17
18889;1;Nivaquine, comprimés;Sanofi-Aventis (Suisse) SA;Synthetika human;B;B;23.04.53;23.04.53;07.11.19
18979;1;Hydrocortone, Tabletten;Pro Farma AG;Synthetika human;B;B;09.07.53;09.07.53;07.06.17
19035;1;Decalcit, Pulver;Geistlich Pharma AG;Synthetika human;D;D;01.10.53;01.10.53;15.05.17
19137;2;Caladryl, Lotion;Interdelta S.A.;Synthetika human;D;D;02.09.53;29.06.99;21.09.20
19220;1;Codein Knoll, Tabletten;BGP Products GmbH;Synthetika human;B;B;14.08.53;14.08.53;08.11.19
19246;1;Laxamalt, paillettes;Actipharm SA;Synthetika human;D;D;23.07.53;23.07.53;03.05.19
19395;1;Marcoumar, Tabletten;MEDA Pharma GmbH;Synthetika human;A;A;13.08.53;13.08.53;28.12.19
19492;2;Neurophyt, Tropfen;Lyron AG;Phytotherapeutika;D;D;01.12.56;16.05.94;09.07.17
19625;2;Hederix, Suppositorien für Erwachsene;Medicoss AG;Synthetika human;D;D;05.03.54;19.07.94;04.08.20
19663;1;Lysthenon 2 %, Injektionslösung;Takeda Pharma AG;Synthetika human;B;B;02.04.54;02.04.54;28.12.19
19663;2;Lysthenon 5 %, Injektionslösung;Takeda Pharma AG;Synthetika human;B;B;02.04.54;02.04.54;28.12.19
19826;1;Pregnyl 1500 I.E., Injektionspräparat;MSD Merck Sharp & Dohme AG;Biotechnologika;B;B;25.04.54;25.04.54;21.04.18
19826;2;Pregnyl 5000 I.E., Injektionspräparat;MSD Merck Sharp & Dohme AG;Biotechnologika;B;B;25.04.54;25.04.54;21.04.18
19888;1;Dipasic, Tabletten;Geistlich Pharma AG;Synthetika human;B;B;01.12.53;01.12.53;27.03.17
19932;1;Ketalgin 10 mg, Suppositorien;Amino AG, Fabrikation pharmazeutischer und chemischer Produkte;Synthetika human;A;A;01.02.54;01.02.54;21.06.21
19932;2;Ketalgin 5 mg, Suppositorien;Amino AG, Fabrikation pharmazeutischer und chemischer Produkte;Synthetika human;A;A;01.02.54;14.09.10;21.06.21
19932;3;Ketalgin 20 mg, Suppositorien;Amino AG, Fabrikation pharmazeutischer und chemischer Produkte;Synthetika human;A;A;01.02.54;14.09.10;21.06.21
19932;4;Ketalgin 30 mg, Suppositorien;Amino AG, Fabrikation pharmazeutischer und chemischer Produkte;Synthetika human;A;A;01.02.54;14.09.10;21.06.21
19932;5;Ketalgin 40 mg, Suppositorien;Amino AG, Fabrikation pharmazeutischer und chemischer Produkte;Synthetika human;A;A;01.02.54;14.09.10;21.06.21
19932;6;Ketalgin 50 mg, Suppositorien;Amino AG, Fabrikation pharmazeutischer und chemischer Produkte;Synthetika human;A;A;01.02.54;14.09.10;21.06.21
19932;7;Ketalgin 75 mg, Suppositorien;Amino AG, Fabrikation pharmazeutischer und chemischer Produkte;Synthetika human;A;A;01.02.54;14.09.10;21.06.21
19932;8;Ketalgin 100 mg, Suppositorien;Amino AG, Fabrikation pharmazeutischer und chemischer Produkte;Synthetika human;A;A;01.02.54;14.09.10;21.06.21
19932;9;Ketalgin 125 mg, Suppositorien;Amino AG, Fabrikation pharmazeutischer und chemischer Produkte;Synthetika human;A;A;01.02.54;14.09.10;21.06.21
19932;10;Ketalgin 150 mg, Suppositorien;Amino AG, Fabrikation pharmazeutischer und chemischer Produkte;Synthetika human;A;A;01.02.54;14.09.10;21.06.21
19943;1;Mestinon, Dragées;MEDA Pharmaceuticals Switzerland GmbH;Synthetika human;B;B;19.12.53;19.12.53;15.12.19
19945;1;Mestinon, Tabletten;MEDA Pharmaceuticals Switzerland GmbH;Synthetika human;B;B;19.12.53;19.12.53;15.12.19
19968;1;Silacten, homöopathische Tropfen;Hänseler AG;Homöopathika;D;D;15.12.54;15.12.54;16.11.18
20128;1;Rapura, Salbe;Tentan AG;Synthetika human;D;D;11.11.55;11.11.55;01.12.18
20258;1;Erythrocin i.v., Infusionspräparat;Pro Farma AG;Synthetika human;B;B;23.09.57;23.09.57;24.09.16
20266;2;Néo-Décongestine, Paste;Melisana AG;Synthetika human;D;D;12.05.54;21.10.97;25.09.17
20272;2;Rapidocain 1% con epinefrina 10 mcg/ml, soluzione iniettabile;Sintetica SA;Synthetika human;B;B;23.08.54;23.08.54;27.02.18
20272;3;Rapidocain 2% con epinefrina 12,5 mcg/ml, soluzione iniettabile;Sintetica SA;Synthetika human;B;B;23.08.54;23.08.54;27.02.18
20272;6;Rapidocain 1% con epinefrina 5 mcg/ml, soluzione iniettabile;Sintetica SA;Synthetika human;B;B;23.08.54;12.02.10;27.02.18
20272;7;Rapidocain 2% con epinefrina 5 mcg/ml, soluzione iniettabile;Sintetica SA;Synthetika human;B;B;23.08.54;12.02.10;27.02.18
20407;1;Becozym forte, Dragées;Bayer (Schweiz) AG;Synthetika human;C;C;05.04.54;05.04.54;11.11.18
20550;2;Tonoglutal N, Filmtabletten;Dr. Wild & Co. AG;Synthetika human;D;D;25.10.54;12.11.12;11.08.18
20713;2;Kytta, Salbe;Iromedica AG;Phytotherapeutika;D;D;14.04.55;15.07.93;07.12.19
20732;1;Bonherba classique Kräuter, gefüllt, Kräuterbonbons;F. Hunziker + Co AG;Phytotherapeutika;E;E;01.12.54;01.12.54;02.03.20
20736;1;Ritalin, Tabletten;Novartis Pharma Schweiz AG;Synthetika human;A;A;06.10.54;06.10.54;28.12.19
20844;1;Omidalin, homöopathische Wundtinktur;Omida AG;Homöopathika;D;D;21.01.55;21.01.55;01.11.21
20964;1;Daraprim, Tabletten;GlaxoSmithKline AG;Synthetika human;B;B;22.02.55;22.02.55;29.10.17
21037;1;Néo-Mercazole, Tabletten;Pro Farma AG;Synthetika human;B;B;13.01.55;13.01.55;31.08.19
21109;1;Lecicarbon, Suppositorien für Erwachsene;athenstaedt AG;Synthetika human;D;D;21.01.55;21.01.55;06.01.20
21109;2;Lecicarbon, Suppositorien für Kinder;athenstaedt AG;Synthetika human;D;D;21.01.55;19.10.72;06.01.20
21191;1;Diamox, comprimés;Vifor SA;Synthetika human;B;B;24.08.55;24.08.55;21.07.19
21213;1;Demotherm, pommade contre le rhumatisme;Vifor Consumer Health SA;Synthetika human;D;D;24.01.55;24.01.55;11.06.17
21278;2;Kalium Hausmann Effervettes, comprimés effervescents;Vifor SA;Synthetika human;C;C;22.02.55;07.07.00;27.03.21
21505;1;Succinolin 100 mg/2 mL, Injektionslösung;Amino AG, Fabrikation pharmazeutischer und chemischer Produkte;Synthetika human;B;B;22.06.55;22.06.55;04.06.17
21505;3;Succinolin 500 mg/10 mL, Injektionslösung;Amino AG, Fabrikation pharmazeutischer und chemischer Produkte;Synthetika human;B;B;22.06.55;22.06.55;04.06.17
21521;2;Biodoron 5% Tabletten, anthroposophisches Arzneimittel;Weleda AG;Anthroposophika;C;C;19.02.57;19.02.57;30.05.21
21522;1;Anaemodoron Tropfen, anthroposophisches Arzneimittel;Weleda AG;Anthroposophika;C;C;30.06.36;30.06.36;07.11.20
21672;2;Vitarubin superconc., Injektionslösung;Streuli Pharma AG;Synthetika human;B;B;22.06.55;22.06.55;02.10.18
21693;1;Sintrom 1 mitis, Tabletten;Novartis Pharma Schweiz AG;Synthetika human;A;A;07.07.55;25.06.62;30.07.19
21693;2;Sintrom 4, Tabletten;Novartis Pharma Schweiz AG;Synthetika human;A;A;07.07.55;07.07.55;30.07.19
21713;1;Puri-Nethol, Tabletten;Aspen Pharma Schweiz GmbH;Synthetika human;A;A;24.06.55;24.06.55;28.03.19
21782;1;Midarine, Injektionslösung;GlaxoSmithKline AG;Synthetika human;B;B;15.07.55;15.07.55;31.08.16
21785;1;Okalcin, homöopathische Globuli;Tentan AG;Homöopathika;D;D;23.11.55;23.11.55;07.02.17
21836;2;Transpulmin N Balsam, Salbe;MEDA Pharma GmbH;Synthetika human;D;D;22.10.55;06.01.95;17.12.18
21861;1;Carmol Tropfen, Alcoholat;Iromedica AG;Phytotherapeutika;D;D;07.12.55;07.12.55;14.09.16
21871;1;Atarax, comprimés pelliculés;UCB-Pharma SA;Synthetika human;B;B;20.09.56;20.09.56;26.06.21
22002;1;Diamox i.v., préparation injectable;Vifor SA;Synthetika human;B;B;24.12.55;24.12.55;21.07.19
22101;1;Novalgin, suppositoires;Sanofi-Aventis (Suisse) SA;Synthetika human;B;B;01.02.56;01.02.56;10.04.18
22110;1;Néo-Codion N, Filmtabletten;Interdelta S.A.;Synthetika human;B;B;24.02.56;24.02.56;06.10.19
22114;2;Syntocinon 5 I.E., Konzentrat für Infusionslösung / Injektionslösung;Novartis Pharma Schweiz AG;Biotechnologika;B;B;12.01.56;21.11.57;08.11.17
22114;3;Syntocinon 10 I.E., Konzentrat für Infusionslösung / Injektionslösung;Novartis Pharma Schweiz AG;Biotechnologika;B;B;12.01.56;12.01.56;08.11.17
22257;2;Eau Précieuse, Dépensier;Interdelta S.A.;Synthetika human;D;D;19.09.57;25.04.14;19.04.19
22384;2;Stabicilline million, comprimés pelliculés;Vifor SA;Synthetika human;B;B;05.07.61;05.07.61;06.06.17
22398;2;Vitamin A Blache, Augensalbe;Bausch & Lomb Swiss AG;Synthetika human;B;B;14.06.56;22.12.94;05.10.19
22562;1;Kemadrin, Tabletten;Aspen Pharma Schweiz GmbH;Synthetika human;B;B;13.07.56;13.07.56;21.11.17
22582;1;Tyrothricine + Gramicidine Democal, comprimés à sucer menthe;Vifor Consumer Health SA;Synthetika human;D;D;05.08.87;05.08.87;25.11.17
22582;2;Tyrothricine + Gramicidine Democal, comprimés à sucer citron;Vifor Consumer Health SA;Synthetika human;D;D;05.08.87;23.08.91;25.11.17
22672;1;Pethidin Streuli, Injektionslösung;Streuli Pharma AG;Synthetika human;A;A;09.08.56;09.08.56;27.05.19
22692;1;Ricola Kräuterzucker 4,2 g, Kräuterbonbons;Ricola AG;Phytotherapeutika;E;E;25.07.56;25.07.56;27.02.17
22692;5;Ricola Kräuterzucker 2,5 g, Kräuterbonbons;Ricola AG;Phytotherapeutika;E;E;25.07.56;29.11.05;27.02.17
22958;1;Solcoseryl, Injektionslösung;MEDA Pharmaceuticals Switzerland GmbH;Biotechnologika;B;B;03.01.57;03.01.57;22.10.18
23096;1;Omida, homöopathische Kreislauftropfen;Omida AG;Homöopathika;D;D;01.05.57;01.05.57;11.02.18
23128;1;Alucol, Kautabletten;Melisana AG;Synthetika human;D;D;25.10.57;25.10.57;27.11.18
23226;1;Eurax, Lotion;NOVARTIS CONSUMER HEALTH SCHWEIZ AG;Synthetika human;C;C;16.04.57;16.04.57;14.05.17
23326;1;M Classic Eucalyptus Gummipastillen;F. Hunziker + Co AG;Phytotherapeutika;E;E;06.02.58;06.02.58;18.03.17
23336;1;Flügge Kieselerde, Tabletten;Schellenberg, Reformprodukte;Synthetika human;E;E;11.04.57;11.04.57;25.08.19
23337;1;Gargalin, homöopathisches Mund- und Gurgelwasser;Omida AG;Homöopathika;D;D;24.10.57;24.10.57;16.11.18
23390;3;Dulcolax Bisacodyl, Dragées;Boehringer Ingelheim (Schweiz) GmbH;Synthetika human;D;D;14.05.57;29.09.06;17.07.17
